2014Q3,"Northwest Bancorporation, Inc.",1024024,0,23,23,18,0,0,62,96,0,6,26,0,0,0,0,0,0,0,0,2,2,0,1,26,1,19,0,3,7,0,0,0,0,0,0,0,"33,679","4,120","37,799","11,277","32,941","20,525","146,287","69,588","2,126","5,459",0,"251,169",0,"1,820",0,"1,168","4,296",841.00,0,"1,969.00",605.00,"3,661","9,822.00","15,588","42,468","329,204",0,"421,331",0,"41,168","42,468","49,076","251,169","69,588","42,468","42,468",0,"6,763","1,562","1,188","1,867","7,090",0,0,0,NA,NA,NA,"41,168",0,"6,605","1,557","1,163","1,849","6,970",0,0,0,NA,NA,NA,"5,887",478,0,0,"37,698",0,0,0,"36,840"
2014Q3,"Northwest Bancshares, Inc.",1137118,977,283,"1,260",45,10,125,"1,151",580,0,92,"1,191",0,67,0,0,0,0,253,251,16,267,6,51,240,308,232,0,6,227,0,0,0,0,0,0,93,"3,065,313","347,172","3,412,485","340,004","201,255","176,388","1,125,897","338,652","32,721","249,887",0,"5,313,706",0,"4,976",0,"57,513","64,961","16,365.00",0,"30,192.00","6,759.00","55,576","220,821.00",634,"1,041,127","5,964,734",0,"7,870,360",852,"928,644","930,913","3,752,489","5,313,706","338,652","1,041,127","930,913",0,27,"299,958","29,845","114,518","334,138",0,"7,621","9,841",NA,NA,NA,"928,644",0,27,"303,424","28,626","109,647","338,904",0,"7,644","10,147",NA,NA,NA,"71,650","5,704",NA,0,"1,076,721",0,0,"12,068",NA
2014Q3,Northwest Financial Corp.,1023694,23,0,23,0,0,0,0,"3,422",0,0,8,0,0,0,0,0,0,0,1,10,11,1,0,0,0,7,0,0,14,0,2,0,0,0,0,0,"256,761","31,660","288,421","65,940","66,531","65,462","238,510","269,064","1,065","53,768",0,"844,961",0,"123,358",0,"20,215","13,092","4,286.00",0,"7,683.00","1,293.00","13,001","39,677.00",0,"142,756","1,311,366",0,"1,589,958",0,"141,680","142,756","354,361","844,961","269,064","142,756","142,756",0,994,"46,178",18,"17,913",0,0,0,0,NA,NA,NA,"141,680",0,993,"46,345",18,"17,738",0,0,0,0,NA,NA,NA,"15,713",586,0,0,"145,979",0,0,789,"133,120"
2014Q3,NorthWest Indiana Bancorp,1024343,110,2,112,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,1,"165,205","1,533","166,738","24,235","26,172","31,272","154,072","63,224",0,464,0,"402,489",0,0,0,"27,543","6,570","1,409.00",0,"2,980.00",865.00,"5,372","16,919.00",102,"216,476","493,720",0,"781,707",63,"215,688","216,476","190,973","402,489","63,224","216,476","216,476",0,0,"12,304",0,"49,329","68,833",0,0,0,NA,NA,NA,"215,688",0,0,"12,500",0,"49,157","68,637",0,0,0,NA,NA,NA,"6,231","2,879",849,0,"74,100",0,0,711,"70,996"
2014Q3,"Norway Bancorp, MHC",4050476,7,0,7,149,44,0,35,0,0,0,72,0,0,0,0,0,0,0,2,1,3,7,0,0,1,198,0,0,18,0,0,0,0,0,0,0,"276,085","3,228","279,313","133,668","33,524","34,031","226,185","42,797",946,"37,657","2,792","706,745",0,295,0,"4,396","9,096","2,222.00",0,"4,880.00","1,055.00","8,599","18,337.00",504,"89,998","794,682",0,"996,244",304,"82,891","87,708","412,981","706,745","42,797","89,998","87,708",0,0,"6,888",281,"25,473",0,0,0,0,NA,NA,NA,"82,891",0,0,"6,811",273,"25,154",0,0,0,0,NA,NA,NA,"8,278",0,0,0,"133,933",0,0,0,"126,171"
2014Q3,Norwood Financial Corp.,1024923,25,9,34,0,153,0,195,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"153,191","11,011","164,202","16,899","19,061","10,187","225,502","24,274",310,"18,035",0,"436,872",0,11,0,"21,860","6,153",940.00,0,"2,029.00",505.00,"4,106",158.00,0,"158,701","501,052",0,"718,268",301,"158,803","158,701","181,101","436,872","24,274","158,701","158,701",962,0,"27,356",0,"22,153","47,086",0,0,0,NA,NA,NA,"158,803",965,0,"27,900",0,"22,426","47,903",0,0,0,NA,NA,NA,"5,651","3,692",0,0,"97,407",0,0,"1,094","87,318"
2014Q3,"NVE Bancorp, MHC",1032001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,1,0,0,0,0,0,0,0,"241,120","5,993","247,113","22,373","1,180","53,926","132,228",947,309,314,0,"456,820",0,0,0,30,"5,236",453.00,0,"2,368.00",433.00,"4,189","49,147.00",0,"121,327","458,111",0,"679,617",0,"4,498","4,673","269,486","456,820",947,"121,327","4,673",0,47,0,0,"2,615","2,011",0,0,0,NA,NA,NA,"4,498",0,46,0,0,"2,464","1,988",0,0,0,NA,NA,NA,"2,317","5,200",0,0,"88,232",0,0,0,"87,726"
2014Q3,Oak Valley Bancorp,4206680,0,0,0,0,53,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,"17,398",477,"17,875","8,069","14,769","26,500","283,909","47,910",272,903,0,"374,555",0,"12,163",0,245,"6,450",831.00,0,"2,795.00",700.00,"5,079","69,201.00","12,770","124,199","435,776",0,"706,822",17,"121,865","124,199","25,944","374,555","47,910","124,199","124,199",0,905,"7,863","1,781","23,167","3,647",0,"12,700","3,788",NA,NA,NA,"121,865",0,908,"8,121","1,778","22,483","3,666",0,"11,832","3,610",NA,NA,NA,"7,541","2,772",0,0,"72,793",0,0,525,"71,296"
2014Q3,"Ocean Bankshares, Inc.",1020194,427,4,431,0,0,0,13,291,0,0,0,0,0,0,0,0,0,210,266,2,268,30,309,"1,007",42,414,50,0,16,0,0,-80,0,0,0,47,"240,783","1,059","241,842","47,907","147,751","258,273","1,257,096","230,168",0,"22,605",0,"1,953,834",0,0,0,"3,423","27,283","5,711.00",0,"13,552.00","2,998.00","24,467","113,093.00",0,"647,663","2,210,030",0,"3,267,724",-54,"611,675","610,211","289,749","1,953,834","230,168","647,663","610,211","64,859","91,971",0,"75,908","12,454","156,150",0,0,"109,668",NA,NA,NA,"611,675","64,854","92,173",0,"76,039","12,553","155,701",0,0,"110,737",NA,NA,NA,"32,851","134,130","121,730",0,"319,140",0,0,0,"205,378"
2014Q3,Ocean Shore Holding Co.,4044696,42,27,69,104,18,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"608,215","8,945","617,160","33,118","27,146","3,582","86,849","8,725",6,495,0,"767,855",0,0,0,0,"6,970","1,004.00",0,"3,065.00",587.00,"5,449","85,645.00",0,"115,144","777,075",0,"1,040,029",86,"116,374","113,695","650,278","767,855","8,725","115,144","113,695",34,0,"20,475","5,034","11,617",0,0,0,"66,499",NA,NA,NA,"116,374",34,0,"21,000","5,128","11,581",0,0,0,"68,042",NA,NA,NA,"3,280","4,231",NA,0,"105,148","4,236",0,406,NA
2014Q3,OceanFirst Financial Corp.,102614,"5,424",28,"5,452",4,0,0,322,2,0,0,3,0,0,0,0,0,0,0,152,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"854,706","27,888","882,594","96,574","73,688","21,563","497,097","72,951",259,872,188,"1,573,918",0,0,0,"3,502","18,399","4,600.00",0,"7,746.00","2,205.00","14,635","3,833.00",0,"507,509","1,651,431",0,"2,317,671",591,"20,613","20,690","979,168","1,573,918","72,951","507,509","20,690",0,0,"19,984",0,0,0,0,0,0,NA,NA,NA,"20,613",0,0,"19,980",0,0,0,0,0,0,NA,NA,NA,"16,310","15,642",NA,0,"218,650",542,0,"2,007",NA
2014Q3,"OceanPoint Financial Partners, MHC",4095990,187,0,187,115,0,0,103,0,0,0,11,0,0,0,0,0,0,34,0,2,2,0,0,9,0,0,0,0,1,0,0,0,0,0,0,12,"505,173","14,384","519,557","92,272","31,962","47,913","247,658","58,490",814,"4,983",0,"939,362",0,290,0,151,"9,241","3,643.00",0,"8,524.00","1,312.00","12,741","1,817.00",0,"191,281","1,003,276",0,"1,276,508",0,"189,226","191,278","611,829","939,362","58,490","191,281","191,278",0,0,319,"3,548","89,421","13,678",0,0,0,NA,NA,NA,"189,226",0,0,316,"3,440","88,954","13,750",0,0,0,NA,NA,NA,"7,618",203,0,0,"128,535",0,0,0,"120,540"
2014Q3,"Oconomowoc Bancshares, Inc.",1024695,50,0,50,0,0,0,400,11,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"94,521","3,756","98,277","29,849","30,033","48,791","303,177","79,489",434,"5,018",0,"511,403",0,18,0,"4,321","6,653","2,516.00",0,"4,415.00",908.00,"7,413","2,180.00",0,"167,954","600,249",0,"838,282",32,"168,528","167,954","128,126","511,403","79,489","167,954","167,954",0,0,"26,735",809,"13,027","39,331",0,0,0,NA,NA,NA,"168,528",0,0,"26,978",814,"13,136","39,619",0,0,0,NA,NA,NA,"6,152","1,799",0,0,"65,082",0,0,0,"61,962"
2014Q3,OFG Bancorp,1032005,"1,547",15,"1,562",0,0,0,414,895,0,"1,567","11,981",136,0,0,0,0,0,40,139,4,143,0,0,0,19,68,0,150,"3,153",1,0,0,0,0,0,3,"1,590,603","25,205","1,615,808","1,434","48,037",775,"965,484","379,390","69,357","1,277,848","22,597","2,652,417",0,"22,445",0,"629,291","102,613","12,358.00",0,"18,094.00","6,957.00","68,590","485,858.00",0,"1,425,058","4,983,988","4,370","7,673,339",0,"1,256,645","1,280,753","1,617,242","2,652,417","379,390","1,425,058","1,280,753",0,0,"7,761","5,568","1,056,635","184,957",0,0,0,NA,NA,NA,"1,256,645",0,0,"7,796","5,241","1,023,303","189,142",0,0,0,NA,NA,NA,"127,085","121,217","71,037",0,"929,998",1,"3,465","3,604","571,797"
2014Q3,Ohio Valley Banc Corp.,1023841,157,0,157,0,0,0,78,37,0,29,363,0,0,0,0,0,0,0,88,10,98,0,0,0,3,114,0,1,137,0,0,0,0,0,0,0,"205,940","4,958","210,898","17,698","28,828","6,680","147,688","65,637","7,741","87,001",0,"414,029",0,95,0,"20,109","8,233","2,071.00",0,"4,213.00",607.00,"7,233","23,968.00",0,"103,718","586,871",0,"777,177",0,"79,647","80,748","228,596","414,029","65,637","103,718","80,748",0,0,"8,918","3,499","68,331",0,0,0,0,NA,NA,NA,"79,647",0,0,"9,021","3,339","67,287",0,0,0,0,NA,NA,NA,"6,964","3,327",0,0,"85,963",0,0,861,"83,921"
2014Q3,"Ohnward Bancshares, Inc.",1020985,0,0,0,0,0,0,50,0,0,0,14,0,0,0,0,0,0,12,3,1,4,0,0,0,1,28,0,0,3,0,0,0,0,0,0,1,"87,838","8,740","96,578","5,109","25,604","17,210","149,289","97,181",194,"26,974",0,"401,130",0,"126,760",0,"10,615","7,828","1,968.00",0,"3,612.00",654.00,"5,989","50,403.00","1,000","231,228","662,660",0,"989,925",0,"227,568","231,228","101,687","401,130","97,181","231,228","231,228","38,655",0,"59,173",0,"4,444","4,610",0,0,0,NA,NA,NA,"227,568","38,681",0,"59,247",0,"4,352","4,560",0,0,0,NA,NA,NA,"8,810","2,276",0,0,"121,275",0,0,0,"113,821"
2014Q3,"Old Florida Bancshares, Inc.",1018252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,"82,616","2,187","84,803","78,838","100,707","34,279","473,287","259,731","3,021","7,121",0,"776,360",0,185,0,"3,853","12,652",983.00,0,"5,349.00",826.00,"8,175","120,165.00",0,"70,979","1,047,250",0,"1,359,655",0,"71,297","70,979","163,641","776,360","259,731","70,979","70,979","68,373",0,0,0,0,"2,606",0,0,0,NA,NA,NA,"71,297","68,651",0,0,0,0,"2,646",0,0,0,NA,NA,NA,"9,450","4,902",0,33,"145,626",0,0,0,"136,423"
2014Q3,"Old Line Bancshares, Inc.",4088384,0,0,0,0,41,281,"2,680",0,0,5,21,0,0,0,0,0,0,0,0,6,6,1,0,0,0,1,0,1,7,0,0,0,0,0,0,0,"153,508","10,143","163,651","20,655","92,569","22,320","471,578","101,074","1,833","9,971",0,"772,850",0,24,0,"9,594","10,252","1,520.00",0,"4,602.00","1,466.00","8,836","25,773.00",534,"163,536","893,513",0,"1,202,311",0,"164,510","163,536","184,306","772,850","101,074","163,536","163,536","3,004","6,214","36,817","34,539","38,073",701,0,0,0,NA,NA,NA,"164,510","3,001","6,431","37,940","34,915","38,303",700,0,0,0,NA,NA,NA,"3,872","19,844","9,042",0,"133,246",0,0,539,"112,367"
2014Q3,Old National Bancorp,100391,270,55,325,125,90,0,852,196,0,0,542,0,0,0,0,0,0,0,0,458,458,61,277,42,204,267,0,0,336,0,21,0,0,0,0,0,"1,701,572","71,695","1,773,267","402,611","222,563","108,273","1,139,361","1,097,067","15,989","844,950","20,419","3,830,732",0,"111,703",0,"350,533","108,367","50,910.00",102,"54,634.00","16,053.00","119,068","25,599.00",0,"3,333,619","6,255,404","3,839","11,179,846","2,611","2,495,254","2,485,586","2,175,878","3,830,732","1,097,067","3,333,619","2,485,586","11,140","33,964","628,701","196,068","281,598","734,751",0,"4,032","9,657",NA,NA,NA,"2,495,254","10,990","35,460","639,745","189,657","276,131","748,201",0,"4,014","9,653",NA,NA,NA,"48,279","134,633","50,047",0,"1,407,180","13,687",0,"12,635","872,756"
2014Q3,Old Point Financial Corporation,1017985,102,42,144,21,51,0,0,147,0,0,43,0,0,0,0,0,0,52,1,7,8,1,2,0,2,14,0,0,14,0,0,0,0,0,0,16,"89,267","13,293","102,560","40,850","12,332","8,829","279,198","35,574","1,465","19,176",0,"443,769",0,0,0,"26,771","6,576","2,820.00",0,"4,994.00","1,287.00","8,343",979.00,"1,647","234,222","525,290",0,"865,355",0,"144,518","142,412","143,410","443,769","35,574","234,222","142,412",0,"4,219","10,584",0,"73,950",0,0,0,0,NA,NA,NA,"144,518",0,"4,469","10,347",0,"75,733",0,0,0,0,NA,NA,NA,"7,025","5,639",0,0,"86,928",0,0,347,"93,375"
2014Q3,"Old Second Bancorp, Inc.",100625,394,1,395,482,1,48,545,512,0,0,1,0,0,0,0,0,0,173,310,116,426,64,3,156,878,6,0,0,3,0,0,0,0,0,0,95,"166,706","11,962","178,668","117,615","41,936","72,437","585,558","110,871",161,"3,706","8,399","1,011,304",0,"8,847",0,"1,177","14,671","5,969.00",0,"8,856.00","2,132.00","17,221","10,797.00",0,"625,283","1,144,304",0,"2,033,099","1,231","367,397","362,243","296,283","1,011,304","110,871","625,283","362,243","1,532",0,"1,638",0,0,0,0,0,"4,738",NA,NA,NA,"367,397","1,534",0,"1,718",0,0,0,0,0,"4,757",NA,NA,NA,"23,330","71,375","65,260",0,"192,691",0,"1,065",0,"86,768"
2014Q3,"Olney Bancshares of Texas, Inc.",1024326,0,0,0,0,0,0,0,119,0,0,52,0,0,0,0,0,0,34,1,0,1,0,-1,0,2,-33,0,0,-11,0,0,0,0,7,0,17,"169,333","11,536","180,869","4,373","238,999","17,694","709,654","280,326",0,"47,579",0,"1,349,164",0,"390,614",0,"27,589","24,853","3,581.00",0,"7,165.00","2,528.00","13,427","161,153.00",0,"64,511","2,095,272",0,"2,544,983",0,20,20,"185,242","1,349,164","280,326","64,511",20,0,0,0,20,0,0,0,0,0,NA,NA,NA,20,0,0,0,20,0,0,0,0,0,NA,NA,NA,"16,241",0,0,0,"267,081",0,0,"5,214","191,154"
2014Q3,"Olympic Bancorp, Inc.",1974105,0,0,0,0,0,26,0,45,0,0,14,0,0,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,5,19,0,0,0,0,0,0,"52,684","6,392","59,076","19,979","25,660","11,880","297,834","41,987","1,213","6,644",0,"414,429",0,78,0,"1,923","6,663","1,770.00",0,"4,250.00",849.00,"7,078",245.00,"24,311","391,047","465,061",0,"954,736",433,"382,047","387,218","79,055","414,429","41,987","391,047","387,218",0,"3,147",0,0,"117,980","119,710",0,0,0,NA,NA,NA,"382,047",0,"3,149",0,0,"116,749","120,199",0,0,0,NA,NA,NA,"6,820",0,0,0,"102,577",0,0,749,"84,402"
2014Q3,One American Corp.,1018151,110,0,110,0,23,0,26,0,0,9,10,0,0,0,0,0,0,118,9,0,9,0,64,0,2,0,0,0,0,0,0,0,0,0,0,46,"147,838","1,075","148,913","9,149","56,085","39,896","183,908","14,240","2,199","12,469",0,"439,625",0,"2,375",0,777,"7,448","2,047.00",0,"3,357.00","1,102.00","5,586","33,766.00",0,"235,985","469,486",0,"772,608",103,"235,412","235,985","158,062","439,625","14,240","235,985","235,985",0,"13,756","21,947","21,932","76,951",0,0,0,0,NA,NA,NA,"235,412",0,"13,485","23,008","21,554","77,270",0,0,0,0,NA,NA,NA,"11,748","3,414",0,0,"97,230",101,0,431,"96,858"
2014Q3,Oneida Financial Corp.,4040228,22,0,22,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,33,0,0,0,0,0,0,0,"137,602","7,419","145,021","28,818","2,440","13,159","75,381","53,715",303,"40,204",0,"265,258",0,0,0,85,"5,028","5,975.00","-1,508","7,405.00",870.00,"10,948","7,493.00","17,327","294,584","359,262","4,379","786,857","2,043","163,680","163,583","173,839","265,258","53,715","294,584","163,583",0,"7,108","24,767","3,866","14,071","21,066",0,"7,254","9,740",NA,NA,NA,"163,680",0,"7,007","25,238","3,716","13,973","21,136",0,"7,163","9,772",NA,NA,NA,"3,491","5,810",NA,3,"94,857",0,0,843,NA
2014Q3,"Orange County Bancorp, Inc.",4163597,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"55,535","1,574","57,109","8,922","30,914","9,775","142,332","88,191",155,453,0,"249,466",0,0,0,"1,080","5,284","1,838.00",0,"3,008.00",532.00,"5,073",323.00,0,"306,646","339,190",0,"713,259",73,"303,175","306,646","66,031","249,466","88,191","306,646","306,646","4,814","67,307","9,803","5,079","116,005",0,0,"9,265",0,NA,NA,NA,"303,175","4,841","68,109","9,999","5,091","115,732",0,0,"9,259",0,NA,NA,NA,"4,606","4,101",0,0,"98,816",0,0,802,"90,275"
2014Q3,Orient Bancorporation,1016710,0,0,0,0,0,8,136,0,0,0,0,0,0,0,0,0,0,0,0,410,410,2,0,131,12,0,0,0,0,0,0,0,0,0,0,0,"23,689","4,078","27,767","27,554","1,995","83,274","127,303","11,464",56,56,0,"267,893","45,543",0,0,0,"3,747",255.00,0,"2,277.00",869.00,"5,318","101,382.00",0,"40,273","324,956",0,"480,926",0,"40,514","40,188","55,321","267,893","11,464","40,273","40,188",0,0,"16,170",0,"23,014",0,0,689,0,NA,NA,NA,"40,514",0,0,"16,476",0,"23,013",0,0,720,0,NA,NA,NA,"10,463",0,0,0,"45,811",0,0,0,"43,452"
2014Q3,Oritani Financial Corp.,4047189,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"175,082","4,615","179,697","4,499","7,939","947,911","1,454,972","10,599",0,"5,114",0,"2,595,018",0,0,0,0,"24,000","2,046.00",0,"7,011.00",729.00,"10,144","7,550.00",0,"420,499","2,610,731",0,"3,217,692",-146,"338,086","340,787","184,196","2,595,018","10,599","420,499","340,787",0,0,0,0,"66,459","267,475",0,"4,931",0,NA,NA,NA,"338,086",0,0,0,0,"65,612","266,680",0,"4,586",0,NA,NA,NA,"31,569","35,849",NA,0,"519,849","10,195",0,"7,391",NA
2014Q3,"Orrstown Financial Services, Inc.",100631,282,1,283,42,33,0,"1,801",0,0,0,38,0,1,0,0,0,0,40,0,6,6,3,0,0,379,317,0,0,3,0,0,0,0,0,0,24,"175,115","24,994","200,109","83,673","20,777","26,801","239,345","34,513","2,390","5,894",0,"580,926",0,263,0,"62,942","8,447","4,283.00",0,"5,902.00","1,400.00","10,898","20,213.00",0,"402,563","684,538",0,"1,183,392",469,"402,481","402,563","283,782","580,926","34,513","402,563","402,563",0,"24,176",0,"151,121","28,665","81,984",0,0,"64,540",NA,NA,NA,"402,481",0,"24,216",0,"150,738","28,079","81,584",0,0,"65,156",NA,NA,NA,"16,019",0,0,0,"106,518",0,0,0,"105,963"
2014Q3,"Ottawa Bancshares, Inc.",1017196,65,0,65,0,0,0,0,0,0,0,21,0,0,0,0,0,0,141,1,1,2,0,0,0,0,0,0,0,7,0,0,0,0,2,0,47,"57,228","3,248","60,476","5,924","8,265","8,002","30,762","18,771",114,"15,602",900,"143,325",0,"24,893",0,"3,287","3,891","2,198.00",0,"2,683.00","1,019.00","5,780","90,296.00",0,"385,639","206,778",0,"715,303",5,"385,579","385,639","66,400","143,325","18,771","385,639","385,639","13,381","15,293","50,192","36,858","68,217","103,272",0,498,"18,903",NA,NA,NA,"385,579","13,390","15,449","50,646","36,776","68,049","103,811",0,502,"19,079",NA,NA,NA,"3,333",0,0,0,"46,481",0,0,0,"45,631"
2014Q3,Ouachita Bancshares Corp.,1032768,0,0,0,0,0,0,112,0,0,0,9,0,0,0,0,0,0,9,1,0,1,7,0,9,0,1,0,0,0,0,0,0,0,0,0,2,"63,166","5,733","68,899","18,677","47,325","5,925","225,781","57,212","1,127","7,012",594,"396,131",0,"21,973",0,64,"6,311","1,660.00",0,"3,433.00",643.00,"5,132","10,705.00",245,"106,131","482,986",0,"640,238",1,"103,924","106,131","87,576","396,131","57,212","106,131","106,131","6,000",0,"2,320",145,"29,353","26,264",0,0,0,NA,NA,NA,"103,924","5,999",0,"2,397",129,"28,955","26,640",0,0,0,NA,NA,NA,"4,991",0,0,0,"59,438",0,0,"1,500","57,231"
2014Q3,Oxford Financial Corporation,1021933,41,0,41,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,0,0,0,53,0,0,0,2,0,0,14,0,0,0,0,0,0,1,"18,096",702,"18,798","24,460","12,924","43,698","129,843","9,073",77,"41,473",0,"229,723",0,0,0,585,"3,920",689.00,0,"2,223.00",655.00,"4,382","19,852.00",0,"103,964","280,854",0,"433,908",15,"103,135","103,914","43,258","229,723","9,073","103,964","103,914","8,944",0,0,"22,164","12,653","29,498",0,0,"6,949",NA,NA,NA,"103,135","9,050",0,0,"21,996","12,485","29,483",0,0,"6,968",NA,NA,NA,"3,523",0,0,0,"21,579",0,0,0,"20,762"
2014Q3,Pacific City Financial Corporation,4165699,0,0,0,0,0,0,6,200,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,153,147,0,0,8,0,0,0,0,0,0,0,"116,104",0,"116,104",78,"1,875","39,177","435,413","97,385","2,226","30,838",0,"592,647",0,0,0,425,"8,256","4,161.00",0,"3,848.00",825.00,"6,331","38,921.00",0,"67,443","721,295",0,"854,769",0,"57,734","56,687","116,182","592,647","97,385","67,443","56,687",0,"3,607",0,"10,584","16,453","25,799",0,0,0,NA,NA,NA,"57,734",0,"3,719",0,"10,602","16,508","26,680",0,0,0,NA,NA,NA,"9,925","4,894",0,0,"83,770",0,56,0,"84,233"
2014Q3,Pacific Coast Bankers' Bancshares,1984150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,320,"9,152",7,"9,159","1,310","3,375","34,040","158,866","32,946",0,0,0,"206,750",0,0,0,637,"2,998","3,980.00",0,"4,136.00",372.00,"5,945","220,521.00","16,061","88,169","240,333",0,"631,743",0,"87,509","88,169","10,469","206,750","32,946","88,169","88,169",0,0,0,0,"83,021","2,946",0,0,0,NA,NA,NA,"87,509",0,0,0,0,"82,379","2,928",0,0,0,NA,NA,NA,"3,787","3,640",0,0,"48,943",0,63,0,"43,347"
2014Q3,Pacific Continental Corporation,4049245,0,0,0,0,0,0,19,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,3,0,0,66,0,0,0,0,0,0,0,0,0,0,"33,802","4,329","38,131","6,818","106,545","50,672","428,330","394,174",570,"3,121",0,"632,988",0,0,0,"4,567","14,577","1,107.00",0,"5,939.00",888.00,"9,066","5,841.00",0,"348,052","1,034,850",0,"1,492,261",2,"342,638","348,052","44,949","632,988","394,174","348,052","348,052",0,"16,068","38,948","59,454","42,128","99,986",0,0,"4,354",NA,NA,NA,"342,638",0,"16,173","38,642","58,713","41,367","99,045",0,0,"4,479",NA,NA,NA,"15,722","7,247",0,0,"182,537",0,0,"2,308","155,541"
2014Q3,Pacific Financial Corporation,1032879,61,0,61,0,0,0,126,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,2,0,27,6,0,0,0,0,0,0,0,0,0,0,"72,135","2,476","74,611","27,651","25,418","20,555","242,659","86,787","2,731","34,452",0,"413,820",0,"18,081",0,"8,340","6,883","2,232.00",0,"4,286.00",744.00,"7,129","28,224.00",0,"91,185","561,480",0,"749,047",37,"89,325","89,328","102,262","413,820","86,787","91,185","89,328",0,"1,056","7,599","2,205","5,604","31,292",0,"4,691","8,746",NA,NA,NA,"89,325",0,"1,021","7,616","2,299","5,614","31,582",0,"4,798","8,979",NA,NA,NA,"8,255","4,072",0,0,"73,257",0,0,0,"60,002"
2014Q3,Pacific Mercantile Bancorp,4055039,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,58,107,0,0,1,0,0,0,0,0,0,0,"100,141",741,"100,882","13,960","9,860","93,579","336,855","258,905",113,"5,669",0,"555,136",0,0,0,0,"8,315",606.00,0,"5,331.00",946.00,"8,784","157,602.00",0,"60,409","819,710",0,"1,070,921",0,"62,473","60,409","114,842","555,136","258,905","60,409","60,409",0,0,0,"1,218","51,926",0,0,0,0,NA,NA,NA,"62,473",0,0,0,"1,204","53,593",0,0,0,0,NA,NA,NA,"13,170","6,160","5,310",0,"117,524",0,0,0,"101,675"
2014Q3,"Pacific Premier Bancorp, Inc.",109020,11,93,104,78,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,13,0,0,17,0,0,0,0,0,0,0,"114,487","7,071","121,558","14,736","77,760","273,665","634,815","312,546",426,"2,224",0,"1,122,534",0,0,0,"110,700","19,322","3,771.00",0,"7,563.00","1,630.00","13,317","91,790.00",275,"282,202","1,548,004",0,"2,034,248",368,"282,059","282,202","136,294","1,122,534","312,546","282,202","282,202",0,0,0,"35,952","140,600","7,065",0,0,0,NA,NA,NA,"282,059",0,0,0,"36,255","141,355","7,091",0,0,0,NA,NA,NA,"10,767","10,721","4,019",0,"197,857",0,0,0,"168,727"
2014Q3,PacWest Bancorp,4053613,11,0,11,0,275,110,49,"7,281",0,0,171,0,0,0,0,0,0,0,0,3,3,50,75,0,"1,148",332,5,0,52,0,0,0,0,0,0,0,"323,146","26,968","350,114","73,011","437,944","992,035","4,146,604","4,046,792","8,432","108,502","575,788","6,007,574",0,33,0,"870,122","188,845","11,660.00",0,"45,868.00","11,214.00","90,051","115,399.00",0,"1,538,899","11,608,811",0,"15,939,057",0,"1,504,115","1,538,899","423,125","6,007,574","4,046,792","1,538,899","1,538,899",0,0,"36,382","117,136","437,950","279,791",0,0,0,NA,NA,NA,"1,504,115",0,0,"36,214","115,638","422,330","280,820",0,0,0,NA,NA,NA,"81,898","331,176","178,615",0,"3,478,246",0,0,"25,738","1,544,779"
